x,y,th,stamp,
6.225855031516403e-08, -7.27614803963661e-08, 7.158729999837886e-07, 1731707181632145300, 
6.225855031516403e-08, -7.27614803963661e-08, 7.158835090336759e-07, 1731707181632857392, 
6.225855031516403e-08, -7.27614803963661e-08, 7.15894675987538e-07, 1731707181711579881, 
6.225855031516403e-08, -7.27614803963661e-08, 7.15906876966113e-07, 1731707181811705339, 
6.225855031516403e-08, -7.27614803963661e-08, 7.159077295319915e-07, 1731707181911542134, 
6.225855031516403e-08, -7.27614803963661e-08, 7.158854243076612e-07, 1731707182011762608, 
8.300617793111087e-08, -9.701535930162208e-08, 9.542553900959465e-07, 1731707182111588407, 
8.300617793111087e-08, -9.701535930162208e-08, 9.542196908037527e-07, 1731707182211732775, 
1.4524903235724196e-07, -1.697769533848259e-07, 1.669473582251963e-06, 1731707182311788105, 
1.6599663865690673e-07, -1.9403080386837246e-07, 1.907895416247614e-06, 1731707182411751844, 
1.6599663865690673e-07, -1.9403080386837246e-07, 1.907894126000181e-06, 1731707182511825570, 
1.867442449565715e-07, -2.182846401410643e-07, 2.1462918875740368e-06, 1731707182611614052, 
2.0749183704538154e-07, -2.4253847641375614e-07, 2.3847176909803574e-06, 1731707182711720814, 
0.017651299014687538, 0.0022556865587830544, 0.29534202269328397, 1731707182811486743, 
0.021495670080184937, 0.003311145817860961, 0.34403393966526435, 1731707182911264532, 
0.02431747317314148, 0.004586704540997744, 0.3909632122170939, 1731707183011755439, 
0.040610138326883316, 0.01331142708659172, 0.603166422571465, 1731707183111806289, 
0.051862720400094986, 0.021239077672362328, 0.7326956811866475, 1731707183211809169, 
0.055692460387945175, 0.024510717019438744, 0.7747578310942408, 1731707183310960847, 
0.06007406860589981, 0.028530916199088097, 0.8228740151084745, 1731707183411780218, 
0.07651354372501373, 0.048553477972745895, 1.03218172770977, 1731707183510793053, 
0.08594527095556259, 0.06467201560735703, 1.1585235951081196, 1731707183611797905, 
0.09148547053337097, 0.07842248678207397, 1.2535601048245095, 1731707183711760072, 
0.09619858115911484, 0.09348700195550919, 1.3421097390806624, 1731707183811739465, 
0.0981956198811531, 0.10191357880830765, 1.3931715243206295, 1731707183911556413, 
0.10149415582418442, 0.1284957379102707, 1.5549004901447805, 1731707184011004465, 
0.1014493778347969, 0.14708688855171204, 1.6553817680089309, 1731707184111437423, 
0.0995824784040451, 0.1645655632019043, 1.7472846796912231, 1731707184211744436, 
0.09575747698545456, 0.18284618854522705, 1.8460722430598064, 1731707184311644347, 
0.0884738489985466, 0.20603035390377045, 1.9531766168511733, 1731707184411469460, 
0.07956945151090622, 0.22681018710136414, 2.056690667393446, 1731707184510893533, 
0.06928770989179611, 0.24552899599075317, 2.1472300197560337, 1731707184612040650, 
0.052939143031835556, 0.26907747983932495, 2.2691832179678633, 1731707184711860886, 
0.03748107701539993, 0.28648778796195984, 2.359134614517764, 1731707184811803595, 
0.016614509746432304, 0.3057818114757538, 2.4585789687422133, 1731707184911846048, 
-0.004125514067709446, 0.32158777117729187, 2.5490023296663864, 1731707185011712027, 
-0.030090603977441788, 0.3373100757598877, 2.6478600620799417, 1731707185111066397, 
-0.060832612216472626, 0.35215112566947937, 2.759826919604073, 1731707185211857167, 
-0.09078377485275269, 0.3627522587776184, 2.8579375918615835, 1731707185311855178, 
-0.11952745914459229, 0.37031301856040955, 2.95009565220346, 1731707185411871184, 
-0.15284664928913116, 0.37559834122657776, 3.0499193736976293, 1731707185511872710, 
-0.19053953886032104, 0.3778279721736908, -3.125152586537501, 1731707185611862614, 
-0.2251354157924652, 0.3762259781360626, -3.027662510817401, 1731707185711885785, 
-0.2561742961406708, 0.37220826745033264, -2.9433324071909115, 1731707185811258866, 
-0.28963926434516907, 0.36475592851638794, -2.851516481094015, 1731707185911873291, 
-0.3230437636375427, 0.35381972789764404, -2.7590341078030693, 1731707186011864042, 
-0.35837477445602417, 0.33813339471817017, -2.6630287084877424, 1731707186111022655, 
-0.3864344656467438, 0.32270464301109314, -2.5814458888351086, 1731707186211795535, 
-0.41567760705947876, 0.30288976430892944, -2.4969482504226543, 1731707186311822496, 
-0.44612759351730347, 0.2782866656780243, -2.4059729291484784, 1731707186411782913, 
-0.472321093082428, 0.2532362937927246, -2.3203280420053596, 1731707186511744030, 
-0.49404534697532654, 0.2288144826889038, -2.24578334477804, 1731707186611006395, 
-0.5051178932189941, 0.214476078748703, -2.2070182473723925, 1731707186711824061, 
-0.5372225046157837, 0.1658729761838913, -2.081686817854359, 1731707186811788119, 
-0.5541669130325317, 0.13368041813373566, -2.006308596285381, 1731707186911782488, 
-0.5673171281814575, 0.10346861928701401, -1.9361458139773617, 1731707187011096494, 
-0.579547107219696, 0.0684671700000763, -1.8619472276567912, 1731707187111257548, 
-0.5899045467376709, 0.029312793165445328, -1.7822143767429093, 1731707187211785140, 
-0.5966365337371826, -0.006905075628310442, -1.7079408810242833, 1731707187311018834, 
-0.6005321145057678, -0.03987836092710495, -1.642409836164295, 1731707187411760717, 
-0.6021250486373901, -0.07712459564208984, -1.5724710372600343, 1731707187511349041, 
-0.6011344194412231, -0.11858700960874557, -1.496156000538241, 1731707187610941699, 
-0.5975066423416138, -0.15540699660778046, -1.429840270780229, 1731707187711465637, 
-0.5921770930290222, -0.18868859112262726, -1.367802871984431, 1731707187811712564, 
-0.5838135480880737, -0.22564928233623505, -1.3021388703720822, 1731707187911789629, 
-0.5718162059783936, -0.2656176686286926, -1.2307680856790129, 1731707188011858550, 
-0.5582144856452942, -0.30101168155670166, -1.1633109327469486, 1731707188111000140, 
-0.5441733002662659, -0.3319939374923706, -1.1065953689592776, 1731707188211663267, 
-0.5265390872955322, -0.3658672273159027, -1.0467618334851763, 1731707188311814903, 
-0.507523775100708, -0.3979698419570923, -0.988178640464799, 1731707188411874797, 
-0.483418345451355, -0.4333878755569458, -0.9181956672099655, 1731707188511877592, 
-0.46201297640800476, -0.46041974425315857, -0.8619925201946508, 1731707188611936589, 
-0.4365154206752777, -0.4893505275249481, -0.8036703286315959, 1731707188711772040, 
-0.4068995714187622, -0.5191574096679688, -0.7408324819905875, 1731707188811568669, 
-0.37890779972076416, -0.5440205335617065, -0.6809742226179881, 1731707188911785250, 
-0.350641131401062, -0.5663850903511047, -0.6279604954053039, 1731707189011844605, 
-0.31838953495025635, -0.5889109373092651, -0.5727114745045203, 1731707189111493297, 
-0.28229594230651855, -0.6114282011985779, -0.5113276589140116, 1731707189211772390, 
-0.2491116225719452, -0.6297658681869507, -0.4576225912930213, 1731707189311815996, 
-0.2167721837759018, -0.6452651619911194, -0.40553333226143423, 1731707189411346525, 
-0.1801050454378128, -0.6603143811225891, -0.3501397605284541, 1731707189511067198, 
-0.13959670066833496, -0.6741947531700134, -0.2905716823820569, 1731707189611058085, 
-0.10293719172477722, -0.6846013069152832, -0.23936068893960172, 1731707189711786617, 
-0.067585788667202, -0.6929213404655457, -0.19476344659281955, 1731707189811760760, 
-0.028784992173314095, -0.6999801397323608, -0.1425640515227543, 1731707189911765470, 
0.013889073394238949, -0.7054763436317444, -0.08587045052771, 1731707190011840730, 
0.053183749318122864, -0.7083427309989929, -0.03484153633228516, 1731707190110963573, 
0.08836349099874496, -0.7094311714172363, 0.010770541073593865, 1731707190211777299, 
0.12780308723449707, -0.7085710167884827, 0.058687426962167374, 1731707190311849503, 
0.17140595614910126, -0.7052642703056335, 0.1103457337045757, 1731707190411841447, 
0.21114212274551392, -0.7003974318504333, 0.15976637947932273, 1731707190511018483, 
0.24648401141166687, -0.6941150426864624, 0.20198518995247677, 1731707190611201995, 
0.2848733961582184, -0.6858547925949097, 0.24993813840683807, 1731707190711048342, 
0.3270795941352844, -0.6743988990783691, 0.30342009527434993, 1731707190811860715, 
0.36506885290145874, -0.6619019508361816, 0.34903015128279824, 1731707190911855150, 
0.3988742530345917, -0.6492922902107239, 0.3913133296308288, 1731707191010875972, 
0.43543270230293274, -0.6335095167160034, 0.4373119544864818, 1731707191111341415, 
0.47500234842300415, -0.6142501831054688, 0.4861474779306694, 1731707191211130410, 
0.5105985999107361, -0.5948966145515442, 0.5297546651870237, 1731707191311835598, 
0.5412511229515076, -0.5764960050582886, 0.5728977474129693, 1731707191411873377, 
0.5746797919273376, -0.5543606281280518, 0.6190976271470067, 1731707191511421559, 
0.6105123162269592, -0.5277652740478516, 0.6660655688308436, 1731707191611767584, 
0.6417729258537292, -0.5022744536399841, 0.705809946594156, 1731707191711782451, 
0.6691617965698242, -0.4785845875740051, 0.7458763929799431, 1731707191810908636, 
0.6986513137817383, -0.4504271447658539, 0.7870428477624477, 1731707191911240400, 
0.7293070554733276, -0.41842105984687805, 0.8341083086996695, 1731707192011094036, 
0.756376326084137, -0.38783904910087585, 0.8779237225644299, 1731707192111867847, 
0.7792503237724304, -0.3597470223903656, 0.9134988986929974, 1731707192212149336, 
0.8038276433944702, -0.3269940912723541, 0.9524625233275235, 1731707192311789135, 
0.8291709423065186, -0.29018059372901917, 1.0007138518497127, 1731707192410784700, 
0.8504509329795837, -0.2558647692203522, 1.0408079374476742, 1731707192511881165, 
0.8687434792518616, -0.2240317314863205, 1.0787206640109592, 1731707192610977984, 
0.8874388933181763, -0.18839658796787262, 1.1189791037465802, 1731707192711819495, 
0.9063263535499573, -0.14827175438404083, 1.1654700568021465, 1731707192811630241, 
0.9217648506164551, -0.1101919636130333, 1.2065179855938146, 1731707192911840896, 
0.9346256256103516, -0.07450734078884125, 1.2441816703942143, 1731707193011718901, 
0.9466796517372131, -0.03724472597241402, 1.2860078874140195, 1731707193111838038, 
0.9584696292877197, 0.005548087880015373, 1.3315656197873271, 1731707193211852599, 
0.9674614667892456, 0.0450044646859169, 1.3723463161289686, 1731707193311830945, 
0.9741929769515991, 0.08120107650756836, 1.4115097538702008, 1731707193411849720, 
0.9800378084182739, 0.1214439794421196, 1.4533572251320093, 1731707193511829300, 
0.9847290515899658, 0.16769756376743317, 1.4976318697903408, 1731707193611149044, 
0.9870463609695435, 0.20437458157539368, 1.533509900865458, 1731707193711012690, 
0.9879224896430969, 0.24454599618911743, 1.5757812675313045, 1731707193811847055, 
0.9872620105743408, 0.28115224838256836, 1.6156227084901071, 1731707193911817059, 
0.984099805355072, 0.33033373951911926, 1.6634381270437828, 1731707194011758929, 
0.9803867340087891, 0.3661091923713684, 1.7005644907400363, 1731707194111841816, 
0.9746183156967163, 0.4061099886894226, 1.7424457515818983, 1731707194211844377, 
0.9678357243537903, 0.4424018859863281, 1.777379680046367, 1731707194311869358, 
0.9574353694915771, 0.48794636130332947, 1.824933071025083, 1731707194411834663, 
0.94676274061203, 0.5268480181694031, 1.8689754609726523, 1731707194511857286, 
0.9357578754425049, 0.5611626505851746, 1.907029457033145, 1731707194610914945, 
0.9217053055763245, 0.5995798110961914, 1.945890725525575, 1731707194711838599, 
0.9046158790588379, 0.640941858291626, 1.9929539250733124, 1731707194811876256, 
0.8875505328178406, 0.6777259111404419, 2.034451526944695, 1731707194911799812, 
0.8708332180976868, 0.7103204131126404, 2.070967756227384, 1731707195011880067, 
0.8510465621948242, 0.7453984022140503, 2.1131375690125256, 1731707195111011713, 
0.8275682926177979, 0.7827749848365784, 2.1583358124581693, 1731707195211524409, 
0.8042910695075989, 0.8166205883026123, 2.2006477781623586, 1731707195311875158, 
0.7822861671447754, 0.8462333083152771, 2.2352208699255542, 1731707195411858501, 
0.7569550275802612, 0.8776997923851013, 2.2763862121073624, 1731707195511014972, 
0.7276651263237, 0.9109187722206116, 2.323839297257572, 1731707195611862441, 
0.7005047798156738, 0.9392320513725281, 2.3628306412428692, 1731707195711797523, 
0.6734127998352051, 0.9652462601661682, 2.4042276926371184, 1731707195811764728, 
0.6431334614753723, 0.9920719265937805, 2.446975751701153, 1731707195911842923, 
0.6081593036651611, 1.0201243162155151, 2.4905371778250465, 1731707196010927898, 
0.5763643980026245, 1.0438668727874756, 2.5307893979818155, 1731707196111901104, 
0.560046374797821, 1.0551890134811401, 2.550316692964954, 1731707196211847159, 
0.5458405613899231, 1.0648248195648193, 2.5673243422050973, 1731707196311859537, 
0.5288144946098328, 1.075649619102478, 2.5874373088653613, 1731707196411081137, 
0.5115113258361816, 1.0863807201385498, 2.6089808859083554, 1731707196511854467, 
0.4946635067462921, 1.0961748361587524, 2.62896320488824, 1731707196610945821, 
0.3657516837120056, 1.1576677560806274, 2.7747466782059784, 1731707196711654857, 
0.3239278793334961, 1.1731427907943726, 2.8211641060390007, 1731707196811838314, 
0.30476444959640503, 1.1793550252914429, 2.843530397179389, 1731707196911369549, 
0.2504422962665558, 1.1945223808288574, 2.9008848843840447, 1731707197010967405, 
0.20353387296199799, 1.205353021621704, 2.9509394097795862, 1731707197110848826, 
0.16759751737117767, 1.2118520736694336, 2.988878957454834, 1731707197211879612, 
0.12729047238826752, 1.2173082828521729, 3.0282328020143785, 1731707197311862674, 
0.09076438099145889, 1.2210372686386108, 3.065440412053705, 1731707197411852162, 
0.05087548866868019, 1.2234808206558228, 3.108261822217372, 1731707197511830219, 
0.006516073364764452, 1.2243473529815674, -3.1303844462841606, 1731707197611060197, 
-0.03425976261496544, 1.223319411277771, -3.0892517606574965, 1731707197711799631, 
-0.07048170268535614, 1.2210664749145508, -3.0504059836353226, 1731707197811234096, 
-0.11082395166158676, 1.2167644500732422, -3.0096278267350147, 1731707197911763689, 
-0.1552245020866394, 1.2101860046386719, -2.9660110788471985, 1731707198011831064, 
-0.1941777616739273, 1.2026809453964233, -2.9254558313990753, 1731707198111544489, 
-0.2296391725540161, 1.1945480108261108, -2.8848681706758215, 1731707198211131686, 
-0.2691775858402252, 1.1835402250289917, -2.8439826947135454, 1731707198311169331, 
-0.3117423355579376, 1.1697781085968018, -2.7994184272760885, 1731707198411776687, 
-0.3495541512966156, 1.155601978302002, -2.758015628195947, 1731707198511851837, 
-0.3830994665622711, 1.1416188478469849, -2.7217543078120054, 1731707198610961377, 
-0.4200493097305298, 1.124435305595398, -2.681428900674031, 1731707198711831379, 
-0.4594947397708893, 1.1040784120559692, -2.6327878078331057, 1731707198811840554, 
-0.49457085132598877, 1.083962082862854, -2.590580626631216, 1731707198911732862, 
-0.5256603360176086, 1.0643341541290283, -2.554086712926361, 1731707199011796098, 
-0.5592451095581055, 1.0410950183868408, -2.5145451564780212, 1731707199110830932, 
-0.5946369767189026, 1.0143479108810425, -2.4692720914904474, 1731707199211042707, 
-0.6261824369430542, 0.9883461594581604, -2.426163135692382, 1731707199310915897, 
-0.6536113023757935, 0.964127242565155, -2.388798595106853, 1731707199411020863, 
-0.682532012462616, 0.9362854957580566, -2.3470565453367485, 1731707199511037181, 
-0.7106188535690308, 0.9069288969039917, -2.30445811468102, 1731707199611114644, 
-0.740197479724884, 0.87285977602005, -2.2632651751251904, 1731707199711327999, 
-0.7644426822662354, 0.8428127765655518, -2.2203086996126737, 1731707199811839100, 
-0.7862585186958313, 0.8133324384689331, -2.1827320101028094, 1731707199911791470, 
-0.8120048642158508, 0.775208592414856, -2.1381260024370623, 1731707200011830292, 
-0.8333332538604736, 0.7407305240631104, -2.094252612691753, 1731707200111398741, 
-0.8510105609893799, 0.7090766429901123, -2.0573043464718364, 1731707200211836181, 
-0.8697582483291626, 0.6726016998291016, -2.0163740627190516, 1731707200311797769, 
-0.8883494138717651, 0.6318877935409546, -1.9719939092148213, 1731707200411772470, 
-0.9035680890083313, 0.594515860080719, -1.930862258263402, 1731707200510970329, 
-0.9161121845245361, 0.560295045375824, -1.8933962692199724, 1731707200611105017, 
-0.9277264475822449, 0.5234803557395935, -1.85318019684775, 1731707200711229831, 
-0.9386064410209656, 0.4842952489852905, -1.8105457166970047, 1731707200811177056, 
-0.948453962802887, 0.4407740831375122, -1.7640971067129445, 1731707200911763840, 
-0.9558067321777344, 0.40076884627342224, -1.7276049825308208, 1731707201011122333, 
-0.9610403776168823, 0.36481019854545593, -1.690153907772474, 1731707201111145583, 
-0.9658905267715454, 0.31812500953674316, -1.6401543652286392, 1731707201211778314, 
-0.9679042100906372, 0.27812129259109497, -1.5987435623673454, 1731707201311052420, 
-0.9684789776802063, 0.24165552854537964, -1.5621857399729653, 1731707201411827097, 
-0.9676970839500427, 0.20146481692790985, -1.5203068625390876, 1731707201511585156, 
-0.96470046043396, 0.15727290511131287, -1.4755643306259165, 1731707201610846684, 
-0.9601849913597107, 0.11642414331436157, -1.4349159925940786, 1731707201711512352, 
-0.954933226108551, 0.08070960640907288, -1.3972522787871684, 1731707201811705834, 
-0.9475109577178955, 0.041142065078020096, -1.35590225418431, 1731707201911747529, 
-0.9373645186424255, -0.002154840622097254, -1.310639949891878, 1731707202011827827, 
-0.9264199733734131, -0.041272491216659546, -1.2696621120485456, 1731707202111093993, 
-0.915123462677002, -0.07587863504886627, -1.2307404271711706, 1731707202211829437, 
-0.9010504484176636, -0.11391556262969971, -1.1903879013254692, 1731707202311650320, 
-0.8838924765586853, -0.15466156601905823, -1.148556579875867, 1731707202412345670, 
-0.8671414852142334, -0.19126293063163757, -1.103860822162127, 1731707202512367342, 
-0.8504651784896851, -0.22319428622722626, -1.0683240416547812, 1731707202611770075, 
-0.8304570913314819, -0.25840866565704346, -1.0279508213720836, 1731707202711863561, 
-0.8068175315856934, -0.2960321009159088, -0.9828782202835992, 1731707202811767965, 
-0.7851065993309021, -0.3280627131462097, -0.9441827124202055, 1731707202911766014, 
-0.7626071572303772, -0.3581772446632385, -0.9081269085536365, 1731707203011832465, 
-0.7374104261398315, -0.38962066173553467, -0.8668530138270208, 1731707203111839042, 
-0.7084465622901917, -0.4228864908218384, -0.8201562408632219, 1731707203211834173, 
-0.6805388331413269, -0.45194345712661743, -0.7794453438779845, 1731707203311806342, 
-0.6540865898132324, -0.477297842502594, -0.7460920116596798, 1731707203411770657, 
